,name,12_months,6_months,3_months,1_month,date
438,Univention,67,38,24,24,2021-11-01 10:30:21.777915
439,Grml,45,60,34,27,2021-11-01 10:30:21.777915
440,NST,45,60,57,30,2021-11-01 10:30:21.777915
441,TrueNAS,52,47,45,48,2021-11-01 10:30:21.777915
442,3CX,46,43,45,47,2021-11-01 10:30:21.777915
443,Shark,30,58,28,28,2021-11-01 10:30:21.777915
444,Bedrock,47,51,46,47,2021-11-01 10:30:21.777915
445,Scientific,47,45,46,47,2021-11-01 10:30:21.777915
446,Slackel,61,39,39,40,2021-11-01 10:30:21.777915
447,Kwort,60,25,25,26,2021-11-01 10:30:21.777915
448,SolydXK,45,42,43,46,2021-11-01 10:30:21.777915
449,OPNsense,60,54,50,36,2021-11-01 10:30:21.777915
450,ArchStrike,44,42,44,45,2021-11-01 10:30:21.777915
451,FWUL,13,26,51,30,2021-11-01 10:30:21.777915
452,LinuxConsole,46,43,43,45,2021-11-01 10:30:21.777915
453,Plamo,43,55,32,31,2021-11-01 10:30:21.777915
454,Solaris,47,43,43,45,2021-11-01 10:30:21.777915
455,Hyperbola,46,44,46,44,2021-11-01 10:30:21.777915
456,Star,52,41,43,44,2021-11-01 10:30:21.777915
457,PrimTux,52,25,26,28,2021-11-01 10:30:21.777915
458,Berry,43,51,34,34,2021-11-01 10:30:21.777915
459,OviOS,40,51,28,27,2021-11-01 10:30:21.777915
460,BigLinux,38,36,36,42,2021-11-01 10:30:21.777915
461,SME Server,49,51,29,24,2021-11-01 10:30:21.777915
462,Neptune,46,43,43,42,2021-11-01 10:30:21.777915
463,batocera,51,37,38,38,2021-11-01 10:30:21.777915
464,Swift,47,50,28,30,2021-11-01 10:30:21.777915
465,XigmaNAS,50,35,33,35,2021-11-01 10:30:21.777915
466,PakOS,41,48,29,30,2021-11-01 10:30:21.777915
467,KANOTIX,40,38,38,40,2021-11-01 10:30:21.777915
468,pfSense,50,38,38,39,2021-11-01 10:30:21.777915
469,Bicom,36,34,43,29,2021-11-01 10:30:21.777915
470,blackPanther,38,35,36,40,2021-11-01 10:30:21.777915
471,Linspire,48,33,33,31,2021-11-01 10:30:21.777915
472,ClonOS,38,35,37,39,2021-11-01 10:30:21.777915
473,HardenedBSD,39,36,39,39,2021-11-01 10:30:21.777915
474,Pearl,39,38,39,39,2021-11-01 10:30:21.777915
475,Wifislax,41,37,39,39,2021-11-01 10:30:21.777915
476,CAINE,39,37,38,38,2021-11-01 10:30:21.777915
477,Dragora,37,36,37,38,2021-11-01 10:30:21.777915
478,Exe,38,36,36,38,2021-11-01 10:30:21.777915
479,Fatdog64,37,34,35,38,2021-11-01 10:30:21.777915
480,Runtu,38,35,36,38,2021-11-01 10:30:21.777915
481,RDS,33,41,22,21,2021-11-01 10:30:21.777915
482,APODIO,40,36,37,37,2021-11-01 10:30:21.777915
483,Leeenux,10,18,35,37,2021-11-01 10:30:21.777915
484,Vine,38,39,36,37,2021-11-01 10:30:21.777915
485,Pentoo,35,34,35,37,2021-11-01 10:30:21.777915
486,Zentyal,45,30,29,29,2021-11-01 10:30:21.777915
487,Daphile,35,33,34,36,2021-11-01 10:30:21.777915
488,Exherbo,37,35,35,36,2021-11-01 10:30:21.777915
489,Miracle,4,8,16,36,2021-11-01 10:30:21.777915
490,NethServer,41,24,24,25,2021-11-01 10:30:21.777915
491,SuperGamer,36,33,34,36,2021-11-01 10:30:21.777915
492,Ufficio Zero,36,34,35,36,2021-11-01 10:30:21.777915
493,Diamond,40,29,30,30,2021-11-01 10:30:21.777915
494,LliureX,30,29,32,35,2021-11-01 10:30:21.777915
495,Endian,40,28,28,28,2021-11-01 10:30:21.777915
496,GoboLinux,37,34,35,33,2021-11-01 10:30:21.777915
497,RISC,38,33,34,35,2021-11-01 10:30:21.777915
498,KISS,27,25,35,34,2021-11-01 10:30:21.777915
499,Simplicity,40,31,31,31,2021-11-01 10:30:21.777915
500,DietPi,34,31,31,34,2021-11-01 10:30:21.777915
501,Karoshi,39,25,26,25,2021-11-01 10:30:21.777915
502,LuninuX,33,31,33,34,2021-11-01 10:30:21.777915
503,RancherOS,39,32,33,33,2021-11-01 10:30:21.777915
504,Photon,34,33,34,34,2021-11-01 10:30:21.777915
505,Rescatux,32,31,32,34,2021-11-01 10:30:21.777915
506,VyOS,35,33,33,34,2021-11-01 10:30:21.777915
507,BOSS,34,32,32,33,2021-11-01 10:30:21.777915
508,CAELinux,36,31,32,33,2021-11-01 10:30:21.777915
509,Springdale,38,30,29,29,2021-11-01 10:30:21.777915
510,MLL,32,30,31,32,2021-11-01 10:30:21.777915
511,Plop,31,29,29,32,2021-11-01 10:30:21.777915
512,Source Mage,31,30,32,32,2021-11-01 10:30:21.777915
513,UBOS,32,30,31,32,2021-11-01 10:30:21.777915
514,MAX,9,16,30,31,2021-11-01 10:30:21.777915
515,RebeccaBlackOS,32,31,31,31,2021-11-01 10:30:21.777915
516,BSDRP,30,28,29,30,2021-11-01 10:30:21.777915
517,Recalbox,30,28,29,30,2021-11-01 10:30:21.777915
518,Sophos,30,28,29,30,2021-11-01 10:30:21.777915
519,Refracta,29,28,28,29,2021-11-01 10:30:21.777915
520,BlueOnyx,29,27,27,28,2021-11-01 10:30:21.777915
521,Canaima,27,26,27,28,2021-11-01 10:30:21.777915
522,ForLEx,28,26,27,28,2021-11-01 10:30:21.777915
523,FreedomBox,28,26,27,28,2021-11-01 10:30:21.777915
524,Elastix,28,26,27,27,2021-11-01 10:30:21.777915
525,YunoHost,27,25,26,28,2021-11-01 10:30:21.777915
526,Baruwa,26,25,26,27,2021-11-01 10:30:21.777915
527,Rocks Cluster,29,26,27,27,2021-11-01 10:30:21.777915
528,Untangle,29,26,27,27,2021-11-01 10:30:21.777915
529,Greenie,27,26,26,27,2021-11-01 10:30:21.777915
530,NexentaStor,27,25,26,27,2021-11-01 10:30:21.777915
531,Uruk,27,26,26,27,2021-11-01 10:30:21.777915
532,Hanthana,27,25,26,26,2021-11-01 10:30:21.777915
533,REMnux,26,25,25,27,2021-11-01 10:30:21.777915
534,HamoniKR,26,25,25,26,2021-11-01 10:30:21.777915
535,PLD,26,25,26,25,2021-11-01 10:30:21.777915
536,Zevenet,26,25,25,27,2021-11-01 10:30:21.777915
537,paldo,26,25,25,27,2021-11-01 10:30:21.777915
538,OLPC,26,24,25,25,2021-11-01 10:30:21.777915
539,RSS,25,24,25,26,2021-11-01 10:30:21.777915
540,ToOpPy,26,25,25,26,2021-11-01 10:30:21.777915
541,SELKS,26,24,25,26,2021-11-01 10:30:21.777915
542,Smoothwall,26,23,24,25,2021-11-01 10:30:21.777915
543,FreePBX,25,24,24,25,2021-11-01 10:30:21.777915
544,TurnKey,26,24,24,25,2021-11-01 10:30:21.777915
545,Securepoint,25,24,24,24,2021-11-01 10:30:21.777915
546,Webconverger,25,23,24,25,2021-11-01 10:30:21.777915
547,OB2D,23,21,21,22,2021-11-01 10:30:21.777915
548,Omoikane,23,23,23,24,2021-11-01 10:30:21.777915
549,DRBL,22,21,22,23,2021-11-01 10:30:21.777915
550,MX Linux,3286,3160,3153,3597,2021-09-06 10:31:56.447708
551,Manjaro,2388,2325,2287,2567,2021-09-06 10:31:56.447708
552,EndeavourOS,1794,2323,2673,3197,2021-09-06 10:31:56.447708
553,Mint,2047,1950,1959,1803,2021-09-06 10:31:56.447708
554,Pop!_OS,1862,1604,1521,1390,2021-09-06 10:31:56.447708
555,Debian,1281,1272,1379,1796,2021-09-06 10:31:56.447708
556,Ubuntu,1345,1304,1262,1297,2021-09-06 10:31:56.447708
557,elementary,1140,1142,1202,1527,2021-09-06 10:31:56.447708
558,Fedora,981,967,822,826,2021-09-06 10:31:56.447708
559,Garuda,827,1090,1201,1233,2021-09-06 10:31:56.447708
560,Zorin,736,799,875,1287,2021-09-06 10:31:56.447708
561,openSUSE,827,854,750,698,2021-09-06 10:31:56.447708
562,KDE neon,739,704,704,675,2021-09-06 10:31:56.447708
563,Artix,318,410,519,755,2021-09-06 10:31:56.447708
564,Solus,716,626,657,532,2021-09-06 10:31:56.447708
565,Arch,583,540,453,401,2021-09-06 10:31:56.447708
566,Slackware,401,438,466,674,2021-09-06 10:31:56.447708
567,deepin,566,459,342,246,2021-09-06 10:31:56.447708
568,antiX,546,533,500,506,2021-09-06 10:31:56.447708
569,PCLinuxOS,467,424,506,443,2021-09-06 10:31:56.447708
570,Lite,432,438,471,665,2021-09-06 10:31:56.447708
571,Puppy,505,428,386,400,2021-09-06 10:31:56.447708
572,SparkyLinux,346,349,350,531,2021-09-06 10:31:56.447708
573,CentOS,438,366,336,324,2021-09-06 10:31:56.447708
574,Linuxfx,434,273,208,181,2021-09-06 10:31:56.447708
575,ArcoLinux,427,381,385,434,2021-09-06 10:31:56.447708
576,Kali,432,384,365,370,2021-09-06 10:31:56.447708
577,FreeBSD,426,394,310,321,2021-09-06 10:31:56.447708
578,Rocky,138,275,377,230,2021-09-06 10:31:56.447708
579,Voyager,200,211,199,398,2021-09-06 10:31:56.447708
580,Alpine,336,325,328,395,2021-09-06 10:31:56.447708
581,Mageia,416,352,300,271,2021-09-06 10:31:56.447708
582,Ubuntu Kylin,406,153,94,95,2021-09-06 10:31:56.447708
583,Q4OS,359,316,330,265,2021-09-06 10:31:56.447708
584,KaOS,243,233,249,321,2021-09-06 10:31:56.447708
585,Bluestar,272,250,257,319,2021-09-06 10:31:56.447708
586,Lubuntu,329,315,272,302,2021-09-06 10:31:56.447708
587,AlmaLinux,162,311,221,245,2021-09-06 10:31:56.447708
588,Devuan,290,292,295,288,2021-09-06 10:31:56.447708
589,Tails,317,303,295,297,2021-09-06 10:31:56.447708
590,Kubuntu,300,298,265,286,2021-09-06 10:31:56.447708
591,Kaisen,66,133,267,137,2021-09-06 10:31:56.447708
592,Peppermint,295,261,244,253,2021-09-06 10:31:56.447708
593,RebornOS,231,277,252,222,2021-09-06 10:31:56.447708
594,EasyOS,278,238,215,261,2021-09-06 10:31:56.447708
595,Xubuntu,280,255,213,235,2021-09-06 10:31:56.447708
596,Elive,156,141,131,252,2021-09-06 10:31:56.447708
597,Void,275,257,226,188,2021-09-06 10:31:56.447708
598,Android-x86,227,219,246,185,2021-09-06 10:31:56.447708
599,Nitrux,203,219,215,251,2021-09-06 10:31:56.447708
600,Haiku,170,185,229,194,2021-09-06 10:31:56.447708
601,Gecko,241,224,201,146,2021-09-06 10:31:56.447708
602,Parrot,239,232,188,192,2021-09-06 10:31:56.447708
603,Kodachi,215,235,223,233,2021-09-06 10:31:56.447708
604,Pardus,74,75,102,234,2021-09-06 10:31:56.447708
605,PureOS,235,230,215,233,2021-09-06 10:31:56.447708
606,Bodhi,211,233,186,182,2021-09-06 10:31:56.447708
607,Gentoo,228,213,204,216,2021-09-06 10:31:56.447708
608,Ubuntu MATE,228,202,172,186,2021-09-06 10:31:56.447708
609,Mabox,159,220,213,219,2021-09-06 10:31:56.447708
610,NixOS,223,204,184,160,2021-09-06 10:31:56.447708
611,GhostBSD,222,190,144,148,2021-09-06 10:31:56.447708
612,EuroLinux,114,137,200,211,2021-09-06 10:31:56.447708
613,4MLinux,212,194,188,206,2021-09-06 10:31:56.447708
614,Debian Edu,84,87,114,206,2021-09-06 10:31:56.447708
615,JingOS,103,206,170,145,2021-09-06 10:31:56.447708
616,Endless,200,133,131,101,2021-09-06 10:31:56.447708
617,Absolute,184,181,193,130,2021-09-06 10:31:56.447708
618,ReactOS,196,174,165,164,2021-09-06 10:31:56.447708
619,Feren,186,156,140,143,2021-09-06 10:31:56.447708
620,MakuluLinux,157,190,147,108,2021-09-06 10:31:56.447708
621,KNOPPIX,184,162,149,153,2021-09-06 10:31:56.447708
622,Snal,123,142,131,181,2021-09-06 10:31:56.447708
623,Red Hat,183,177,145,150,2021-09-06 10:31:56.447708
624,Septor,169,143,128,180,2021-09-06 10:31:56.447708
625,Qubes,181,154,132,126,2021-09-06 10:31:56.447708
626,Redcore,110,111,167,57,2021-09-06 10:31:56.447708
627,AV Linux,177,172,144,125,2021-09-06 10:31:56.447708
628,LFS,76,71,83,161,2021-09-06 10:31:56.447708
629,Ultimate,176,133,104,106,2021-09-06 10:31:56.447708
630,siduction,93,112,161,132,2021-09-06 10:31:56.447708
631,RasPiOS,171,151,112,121,2021-09-06 10:31:56.447708
632,ALT,159,168,126,132,2021-09-06 10:31:56.447708
633,SteamOS,141,143,160,159,2021-09-06 10:31:56.447708
634,Archman,162,117,111,159,2021-09-06 10:31:56.447708
635,DragonFly,156,165,118,125,2021-09-06 10:31:56.447708
636,Emmabuntüs,166,138,153,109,2021-09-06 10:31:56.447708
637,Proxmox,100,135,153,87,2021-09-06 10:31:56.447708
638,BlackArch,132,109,95,155,2021-09-06 10:31:56.447708
639,NomadBSD,158,154,100,103,2021-09-06 10:31:56.447708
640,Tiny Core,162,135,127,133,2021-09-06 10:31:56.447708
641,LXLE,159,146,136,141,2021-09-06 10:31:56.447708
642,SystemRescue,130,150,105,88,2021-09-06 10:31:56.447708
643,Ubuntu Studio,157,148,116,136,2021-09-06 10:31:56.447708
644,Freespire,68,104,138,99,2021-09-06 10:31:56.447708
645,FuguIta,86,108,133,142,2021-09-06 10:31:56.447708
646,Pisi,56,76,69,142,2021-09-06 10:31:56.447708
647,OpenBSD,155,146,124,134,2021-09-06 10:31:56.447708
648,BunsenLabs,142,123,120,137,2021-09-06 10:31:56.447708
649,T2,109,143,118,101,2021-09-06 10:31:56.447708
650,OSMC,55,44,61,137,2021-09-06 10:31:56.447708
651,OpenMandriva,156,131,95,97,2021-09-06 10:31:56.447708
652,EasyNAS,68,93,129,109,2021-09-06 10:31:56.447708
653,Ubuntu DP,154,114,109,101,2021-09-06 10:31:56.447708
654,Porteus,91,99,128,68,2021-09-06 10:31:56.447708
655,Clonezilla,77,73,79,133,2021-09-06 10:31:56.447708
656,Trisquel,152,124,122,124,2021-09-06 10:31:56.447708
657,Netrunner,150,114,105,104,2021-09-06 10:31:56.447708
658,ExTiX,130,122,127,80,2021-09-06 10:31:56.447708
659,Ubuntu Budgie,146,132,113,133,2021-09-06 10:31:56.447708
660,Oracle,147,130,101,107,2021-09-06 10:31:56.447708
661,Venom,67,134,91,97,2021-09-06 10:31:56.447708
662,Clear,129,123,122,132,2021-09-06 10:31:56.447708
663,ArchBang,143,95,74,62,2021-09-06 10:31:56.447708
664,LibreELEC,84,111,99,132,2021-09-06 10:31:56.447708
665,Robolinux,105,108,121,122,2021-09-06 10:31:56.447708
666,Sabayon,131,123,118,126,2021-09-06 10:31:56.447708
667,UBports,127,127,108,66,2021-09-06 10:31:56.447708
668,Obarun,82,78,108,123,2021-09-06 10:31:56.447708
669,ROSA,127,115,108,81,2021-09-06 10:31:56.447708
670,CloudReady,109,107,97,122,2021-09-06 10:31:56.447708
671,Enso,126,50,33,32,2021-09-06 10:31:56.447708
672,IPFire,87,78,92,121,2021-09-06 10:31:56.447708
673,SmartOS,123,110,88,59,2021-09-06 10:31:56.447708
674,VzLinux,53,107,112,36,2021-09-06 10:31:56.447708
675,Lakka,84,115,92,55,2021-09-06 10:31:56.447708
676,NST,45,59,92,112,2021-09-06 10:31:56.447708
677,Navy,9,19,38,111,2021-09-06 10:31:56.447708
678,Salient,57,114,88,68,2021-09-06 10:31:56.447708
679,GParted,104,89,79,55,2021-09-06 10:31:56.447708
680,OpenMediaVault,62,61,81,105,2021-09-06 10:31:56.447708
681,NuTyX,103,70,97,52,2021-09-06 10:31:56.447708
682,Calculate,89,110,64,63,2021-09-06 10:31:56.447708
683,openmamba,68,82,104,99,2021-09-06 10:31:56.447708
684,ArchLabs,92,65,49,51,2021-09-06 10:31:56.447708
685,Redo,92,43,27,26,2021-09-06 10:31:56.447708
686,Volumio,92,49,24,25,2021-09-06 10:31:56.447708
687,OpenIndiana,89,95,40,41,2021-09-06 10:31:56.447708
688,CRUX,88,58,43,45,2021-09-06 10:31:56.447708
689,MidnightBSD,88,47,40,42,2021-09-06 10:31:56.447708
690,Grml,46,61,93,37,2021-09-06 10:31:56.447708
691,Parted Magic,88,56,44,52,2021-09-06 10:31:56.447708
692,Guix System,87,81,46,48,2021-09-06 10:31:56.447708
693,SUSE,72,79,91,54,2021-09-06 10:31:56.447708
694,Archcraft,11,22,46,74,2021-09-06 10:31:56.447708
695,Parabola,63,62,62,73,2021-09-06 10:31:56.447708
696,Live Raizo,80,74,55,26,2021-09-06 10:31:56.447708
697,Rescuezilla,80,63,57,37,2021-09-06 10:31:56.447708
698,SliTaz,70,62,57,60,2021-09-06 10:31:56.447708
699,Univention,77,70,24,25,2021-09-06 10:31:56.447708
700,SME Server,50,66,77,38,2021-09-06 10:31:56.447708
701,OPNsense,60,57,73,54,2021-09-06 10:31:56.447708
702,Slax,64,61,56,57,2021-09-06 10:31:56.447708
703,Whonix,73,55,50,52,2021-09-06 10:31:56.447708
704,Berry,43,51,69,33,2021-09-06 10:31:56.447708
705,Funtoo,61,57,55,55,2021-09-06 10:31:56.447708
706,NetBSD,69,67,47,50,2021-09-06 10:31:56.447708
707,PakOS,36,48,68,30,2021-09-06 10:31:56.447708
708,KolibriOS,59,56,52,54,2021-09-06 10:31:56.447708
709,Zenwalk,69,50,46,49,2021-09-06 10:31:56.447708
710,OSGeoLive,45,65,24,23,2021-09-06 10:31:56.447708
711,RDS,34,42,61,23,2021-09-06 10:31:56.447708
712,BackBox,59,54,50,52,2021-09-06 10:31:56.447708
713,Bedrock,47,50,59,47,2021-09-06 10:31:56.447708
714,Star,52,61,39,42,2021-09-06 10:31:56.447708
715,Slackel,61,41,39,39,2021-09-06 10:31:56.447708
716,Kwort,60,26,24,25,2021-09-06 10:31:56.447708
717,Hyperbola,46,45,44,47,2021-09-06 10:31:56.447708
718,FWUL,8,16,33,46,2021-09-06 10:31:56.447708
719,Scientific,48,47,43,46,2021-09-06 10:31:56.447708
720,Regata,28,56,38,40,2021-09-06 10:31:56.447708
721,TrueNAS,52,48,47,43,2021-09-06 10:31:56.447708
722,RISC,58,35,32,32,2021-09-06 10:31:56.447708
723,3CX,47,44,42,44,2021-09-06 10:31:56.447708
724,Finnix,57,34,31,30,2021-09-06 10:31:56.447708
725,AcademiX,47,54,34,34,2021-09-06 10:31:56.447708
726,ArchStrike,44,41,40,42,2021-09-06 10:31:56.447708
727,Plamo,43,54,29,30,2021-09-06 10:31:56.447708
728,Runtu,56,36,33,36,2021-09-06 10:31:56.447708
729,OviOS,54,52,41,28,2021-09-06 10:31:56.447708
730,Neptune,47,44,42,42,2021-09-06 10:31:56.447708
731,Solaris,47,44,40,42,2021-09-06 10:31:56.447708
732,Swift,53,51,26,27,2021-09-06 10:31:56.447708
733,SolydXK,47,41,40,42,2021-09-06 10:31:56.447708
734,APODIO,53,37,34,36,2021-09-06 10:31:56.447708
735,PrimTux,53,25,24,25,2021-09-06 10:31:56.447708
736,LinuxConsole,47,44,42,40,2021-09-06 10:31:56.447708
737,Shark,30,50,27,28,2021-09-06 10:31:56.447708
738,Pearl,40,39,38,41,2021-09-06 10:31:56.447708
739,Simplicity,52,32,30,30,2021-09-06 10:31:56.447708
740,HardenedBSD,38,36,34,38,2021-09-06 10:31:56.447708
741,batocera,51,39,35,38,2021-09-06 10:31:56.447708
742,KANOTIX,40,38,36,38,2021-09-06 10:31:56.447708
743,pfSense,51,40,36,36,2021-09-06 10:31:56.447708
744,Porteus Kiosk,48,47,26,26,2021-09-06 10:31:56.447708
745,XigmaNAS,50,38,34,32,2021-09-06 10:31:56.447708
746,Linspire,49,35,34,32,2021-09-06 10:31:56.447708
747,Wifislax,41,38,34,37,2021-09-06 10:31:56.447708
748,BigLinux,39,37,35,36,2021-09-06 10:31:56.447708
749,CAINE,40,38,35,36,2021-09-06 10:31:56.447708
750,Dragora,36,36,34,36,2021-09-06 10:31:56.447708
751,CAELinux,47,32,30,31,2021-09-06 10:31:56.447708
752,Trident,47,37,35,36,2021-09-06 10:31:56.447708
753,Vine,38,40,33,35,2021-09-06 10:31:56.447708
754,ClonOS,39,36,33,35,2021-09-06 10:31:56.447708
755,Exherbo,37,36,34,35,2021-09-06 10:31:56.447708
756,KISS,28,18,27,35,2021-09-06 10:31:56.447708
757,Leeenux,4,7,13,35,2021-09-06 10:31:56.447708
758,Zentyal,45,31,29,30,2021-09-06 10:31:56.447708
759,GoboLinux,43,35,33,34,2021-09-06 10:31:56.447708
760,blackPanther,40,36,34,34,2021-09-06 10:31:56.447708
761,Pentoo,35,34,33,34,2021-09-06 10:31:56.447708
762,Photon,34,34,33,34,2021-09-06 10:31:56.447708
763,Bicom,32,37,24,24,2021-09-06 10:31:56.447708
764,RancherOS,39,33,32,34,2021-09-06 10:31:56.447708
765,Exe,39,36,33,33,2021-09-06 10:31:56.447708
766,Ufficio Zero,37,35,33,34,2021-09-06 10:31:56.447708
767,NethServer,41,26,23,24,2021-09-06 10:31:56.447708
768,Daphile,35,33,32,33,2021-09-06 10:31:56.447708
769,Endian,40,28,27,27,2021-09-06 10:31:56.447708
770,SuperGamer,37,33,32,33,2021-09-06 10:31:56.447708
771,BOSS,34,33,31,32,2021-09-06 10:31:56.447708
772,Fatdog64,37,35,32,32,2021-09-06 10:31:56.447708
773,LuninuX,33,32,30,32,2021-09-06 10:31:56.447708
774,Karoshi,39,25,24,26,2021-09-06 10:31:56.447708
775,VyOS,35,34,31,32,2021-09-06 10:31:56.447708
776,Springdale,38,31,28,29,2021-09-06 10:31:56.447708
777,Untangle,38,27,26,26,2021-09-06 10:31:56.447708
778,RebeccaBlackOS,33,32,31,31,2021-09-06 10:31:56.447708
779,MLL,33,31,29,31,2021-09-06 10:31:56.447708
780,Rescatux,32,31,30,31,2021-09-06 10:31:56.447708
781,Source Mage,31,30,30,31,2021-09-06 10:31:56.447708
782,UBOS,32,30,29,31,2021-09-06 10:31:56.447708
783,DietPi,35,32,29,29,2021-09-06 10:31:56.447708
784,Diamond,35,30,28,28,2021-09-06 10:31:56.447708
785,LliureX,30,28,27,28,2021-09-06 10:31:56.447708
786,MAX,4,7,13,28,2021-09-06 10:31:56.447708
787,Recalbox,30,28,26,28,2021-09-06 10:31:56.447708
788,Plop,31,30,27,27,2021-09-06 10:31:56.447708
789,Thinstation,30,29,27,28,2021-09-06 10:31:56.447708
790,Refracta,29,28,27,27,2021-09-06 10:31:56.447708
791,BSDRP,31,28,26,27,2021-09-06 10:31:56.447708
792,Sophos,31,29,27,27,2021-09-06 10:31:56.447708
793,Rocks Cluster,29,27,25,27,2021-09-06 10:31:56.447708
794,BlueOnyx,29,27,26,26,2021-09-06 10:31:56.447708
795,Elastix,29,27,25,26,2021-09-06 10:31:56.447708
796,Hanthana,27,26,25,26,2021-09-06 10:31:56.447708
797,ForLEx,29,27,25,25,2021-09-06 10:31:56.447708
798,FreedomBox,28,27,25,25,2021-09-06 10:31:56.447708
799,PLD,27,26,25,26,2021-09-06 10:31:56.447708
800,Greenie,27,26,25,25,2021-09-06 10:31:56.447708
801,Baruwa,26,26,24,25,2021-09-06 10:31:56.447708
802,Canaima,28,26,24,25,2021-09-06 10:31:56.447708
803,Super Grub2,28,26,24,26,2021-09-06 10:31:56.447708
804,HamoniKR,27,26,24,25,2021-09-06 10:31:56.447708
805,NexentaStor,27,26,24,24,2021-09-06 10:31:56.447708
806,Uruk,27,26,24,25,2021-09-06 10:31:56.447708
807,OLPC,26,25,24,25,2021-09-06 10:31:56.447708
808,ToOpPy,27,25,24,25,2021-09-06 10:31:56.447708
809,RSS,25,24,23,25,2021-09-06 10:31:56.447708
810,Omarine,26,25,23,23,2021-09-06 10:31:56.447708
811,REMnux,26,25,24,22,2021-09-06 10:31:56.447708
812,YunoHost,27,25,24,25,2021-09-06 10:31:56.447708
813,FreePBX,26,24,23,24,2021-09-06 10:31:56.447708
814,SELKS,26,25,23,24,2021-09-06 10:31:56.447708
815,TurnKey,26,25,23,24,2021-09-06 10:31:56.447708
816,Zevenet,26,25,23,24,2021-09-06 10:31:56.447708
817,Securepoint,26,24,23,24,2021-09-06 10:31:56.447708
818,paldo,26,25,23,22,2021-09-06 10:31:56.447708
819,Smoothwall,26,24,23,24,2021-09-06 10:31:56.447708
820,Webconverger,25,24,22,23,2021-09-06 10:31:56.447708
821,Omoikane,23,23,22,23,2021-09-06 10:31:56.447708
822,DRBL,23,21,20,20,2021-09-06 10:31:56.447708
823,OB2D,23,22,20,21,2021-09-06 10:31:56.447708
824,MX Linux,3274,3138,3063,3533,2021-08-30 10:30:22.139146
825,Manjaro,2379,2323,2237,2469,2021-08-30 10:30:22.139146
826,EndeavourOS,1738,2245,2546,3101,2021-08-30 10:30:22.139146
827,Mint,2047,1960,1953,1791,2021-08-30 10:30:22.139146
828,Pop!_OS,1867,1624,1529,1402,2021-08-30 10:30:22.139146
829,Debian,1277,1271,1357,1789,2021-08-30 10:30:22.139146
830,Ubuntu,1344,1303,1239,1348,2021-08-30 10:30:22.139146
831,elementary,1140,1136,1183,1499,2021-08-30 10:30:22.139146
832,Garuda,835,1071,1186,1247,2021-08-30 10:30:22.139146
833,Fedora,981,970,825,819,2021-08-30 10:30:22.139146
834,Zorin,727,777,834,1182,2021-08-30 10:30:22.139146
835,openSUSE,825,872,804,812,2021-08-30 10:30:22.139146
836,KDE neon,738,710,693,693,2021-08-30 10:30:22.139146
837,Artix,311,396,491,772,2021-08-30 10:30:22.139146
838,Solus,721,635,656,536,2021-08-30 10:30:22.139146
839,Arch,589,547,468,393,2021-08-30 10:30:22.139146
840,PCLinuxOS,467,425,501,526,2021-08-30 10:30:22.139146
841,Slackware,396,435,452,642,2021-08-30 10:30:22.139146
842,deepin,574,469,372,246,2021-08-30 10:30:22.139146
843,antiX,546,531,496,501,2021-08-30 10:30:22.139146
844,Puppy,505,431,384,391,2021-08-30 10:30:22.139146
845,SparkyLinux,350,346,342,505,2021-08-30 10:30:22.139146
846,Linuxfx,444,284,215,186,2021-08-30 10:30:22.139146
847,Kali,433,394,399,367,2021-08-30 10:30:22.139146
848,Lite,412,410,386,472,2021-08-30 10:30:22.139146
849,CentOS,440,369,368,322,2021-08-30 10:30:22.139146
850,ArcoLinux,428,383,382,435,2021-08-30 10:30:22.139146
851,FreeBSD,425,403,309,322,2021-08-30 10:30:22.139146
