,name,12_months,6_months,3_months,1_month,date
3835,NexentaStor,27,28,28,29,2021-05-10 10:30:27.046973
3836,RSS,26,26,26,29,2021-05-10 10:30:27.046973
3837,Recalbox,31,31,30,29,2021-05-10 10:30:27.046973
3838,Baltix,15,30,29,27,2021-05-10 10:30:27.046973
3839,Super Grub2,29,30,29,28,2021-05-10 10:30:27.046973
3840,Baruwa,27,27,28,27,2021-05-10 10:30:27.046973
3841,Canaima,22,29,28,27,2021-05-10 10:30:27.046973
3842,ToOpPy,27,28,27,28,2021-05-10 10:30:27.046973
3843,paldo,27,28,28,28,2021-05-10 10:30:27.046973
3844,HamoniKR,25,28,28,27,2021-05-10 10:30:27.046973
3845,TurnKey,29,28,27,27,2021-05-10 10:30:27.046973
3846,LinHES,28,29,28,27,2021-05-10 10:30:27.046973
3847,Hanthana,28,28,28,27,2021-05-10 10:30:27.046973
3848,OLPC,27,27,27,26,2021-05-10 10:30:27.046973
3849,PLD,27,28,28,27,2021-05-10 10:30:27.046973
3850,YunoHost,27,28,27,27,2021-05-10 10:30:27.046973
3851,SELKS,26,27,27,27,2021-05-10 10:30:27.046973
3852,FreePBX,26,27,26,25,2021-05-10 10:30:27.046973
3853,Securepoint,26,27,26,26,2021-05-10 10:30:27.046973
3854,Webconverger,26,26,27,25,2021-05-10 10:30:27.046973
3855,OB2D,25,24,24,23,2021-05-10 10:30:27.046973
3856,OSGeoLive,24,24,24,24,2021-05-10 10:30:27.046973
3857,Omoikane,24,24,24,21,2021-05-10 10:30:27.046973
3858,RDS,24,25,25,24,2021-05-10 10:30:27.046973
3859,DRBL,23,24,23,22,2021-05-10 10:30:27.046973
3860,MX Linux,3498,3452,3361,3281,2021-05-03 10:30:32.655854
3861,Manjaro,2450,2481,2494,2308,2021-05-03 10:30:32.655854
3862,Mint,2203,2184,2042,2013,2021-05-03 10:30:32.655854
3863,EndeavourOS,1173,1555,1865,2120,2021-05-03 10:30:32.655854
3864,Pop!_OS,1797,2023,1835,1716,2021-05-03 10:30:32.655854
3865,Ubuntu,1428,1384,1466,1573,2021-05-03 10:30:32.655854
3866,Debian,1290,1286,1271,1154,2021-05-03 10:30:32.655854
3867,Fedora,1000,1019,1099,1274,2021-05-03 10:30:32.655854
3868,elementary,1170,1127,1085,1072,2021-05-03 10:30:32.655854
3869,Garuda,471,715,882,1082,2021-05-03 10:30:32.655854
3870,Solus,850,751,764,602,2021-05-03 10:30:32.655854
3871,openSUSE,822,875,922,961,2021-05-03 10:30:32.655854
3872,Zorin,739,656,705,968,2021-05-03 10:30:32.655854
3873,KDE neon,812,739,759,683,2021-05-03 10:30:32.655854
3874,deepin,677,595,556,566,2021-05-03 10:30:32.655854
3875,Arch,649,633,645,666,2021-05-03 10:30:32.655854
3876,antiX,567,526,504,485,2021-05-03 10:30:32.655854
3877,FreeBSD,450,466,575,552,2021-05-03 10:30:32.655854
3878,Ubuntu Kylin,562,500,289,231,2021-05-03 10:30:32.655854
3879,Puppy,522,545,506,456,2021-05-03 10:30:32.655854
3880,Mageia,439,512,562,424,2021-05-03 10:30:32.655854
3881,Linuxfx,545,504,414,314,2021-05-03 10:30:32.655854
3882,Slackware,363,410,491,540,2021-05-03 10:30:32.655854
3883,PCLinuxOS,484,459,527,344,2021-05-03 10:30:32.655854
3884,CentOS,510,477,391,348,2021-05-03 10:30:32.655854
3885,Lubuntu,359,351,379,478,2021-05-03 10:30:32.655854
3886,Lite,439,431,457,466,2021-05-03 10:30:32.655854
3887,Kali,473,465,455,364,2021-05-03 10:30:32.655854
3888,Kubuntu,314,317,356,452,2021-05-03 10:30:32.655854
3889,ArcoLinux,466,454,377,321,2021-05-03 10:30:32.655854
3890,EasyOS,358,333,278,446,2021-05-03 10:30:32.655854
3891,Xubuntu,310,303,341,408,2021-05-03 10:30:32.655854
3892,Alpine,323,377,379,338,2021-05-03 10:30:32.655854
3893,RebornOS,167,246,259,376,2021-05-03 10:30:32.655854
3894,Q4OS,376,411,369,300,2021-05-03 10:30:32.655854
3895,Devuan,309,309,372,364,2021-05-03 10:30:32.655854
3896,SparkyLinux,373,338,354,239,2021-05-03 10:30:32.655854
3897,Peppermint,338,311,297,278,2021-05-03 10:30:32.655854
3898,Ubuntu MATE,257,254,262,330,2021-05-03 10:30:32.655854
3899,Tails,335,330,322,322,2021-05-03 10:30:32.655854
3900,Void,287,311,349,298,2021-05-03 10:30:32.655854
3901,Artix,243,260,296,315,2021-05-03 10:30:32.655854
3902,Parrot,282,270,293,266,2021-05-03 10:30:32.655854
3903,Bluestar,266,281,242,243,2021-05-03 10:30:32.655854
3904,AlmaLinux,59,117,237,289,2021-05-03 10:30:32.655854
3905,GhostBSD,248,270,226,282,2021-05-03 10:30:32.655854
3906,Endless,263,235,179,135,2021-05-03 10:30:32.655854
3907,KaOS,250,241,219,282,2021-05-03 10:30:32.655854
3908,Gecko,235,262,249,158,2021-05-03 10:30:32.655854
3909,Ubuntu Studio,169,173,210,282,2021-05-03 10:30:32.655854
3910,Kodachi,219,216,253,181,2021-05-03 10:30:32.655854
3911,PureOS,238,245,250,237,2021-05-03 10:30:32.655854
3912,Calculate,104,100,132,270,2021-05-03 10:30:32.655854
3913,Android-x86,244,226,238,194,2021-05-03 10:30:32.655854
3914,T2,73,115,114,270,2021-05-03 10:30:32.655854
3915,Gentoo,244,242,236,232,2021-05-03 10:30:32.655854
3916,Mabox,69,138,239,190,2021-05-03 10:30:32.655854
3917,Snal,83,138,139,261,2021-05-03 10:30:32.655854
3918,JingOS,38,76,154,249,2021-05-03 10:30:32.655854
3919,ReactOS,228,205,193,182,2021-05-03 10:30:32.655854
3920,Voyager,202,232,227,226,2021-05-03 10:30:32.655854
3921,Netrunner,161,188,237,119,2021-05-03 10:30:32.655854
3922,4MLinux,223,219,211,173,2021-05-03 10:30:32.655854
3923,Qubes,181,229,217,146,2021-05-03 10:30:32.655854
3924,KNOPPIX,195,206,228,173,2021-05-03 10:30:32.655854
3925,Ultimate,208,218,222,221,2021-05-03 10:30:32.655854
3926,Feren,198,226,176,176,2021-05-03 10:30:32.655854
3927,Archman,207,192,138,126,2021-05-03 10:30:32.655854
3928,NixOS,204,200,178,166,2021-05-03 10:30:32.655854
3929,MakuluLinux,153,166,223,173,2021-05-03 10:30:32.655854
3930,DragonFly,153,148,164,222,2021-05-03 10:30:32.655854
3931,Tiny Core,173,188,222,141,2021-05-03 10:30:32.655854
3932,RasPiOS,181,207,176,126,2021-05-03 10:30:32.655854
3933,Ubuntu Budgie,162,150,175,213,2021-05-03 10:30:32.655854
3934,Absolute,196,204,203,137,2021-05-03 10:30:32.655854
3935,Red Hat,196,196,202,209,2021-05-03 10:30:32.655854
3936,Proxmox,76,104,116,206,2021-05-03 10:30:32.655854
3937,Bodhi,194,180,170,158,2021-05-03 10:30:32.655854
3938,Emmabuntüs,173,202,164,119,2021-05-03 10:30:32.655854
3939,BunsenLabs,183,149,134,129,2021-05-03 10:30:32.655854
3940,OpenBSD,172,153,160,189,2021-05-03 10:30:32.655854
3941,Nitrux,183,180,175,130,2021-05-03 10:30:32.655854
3942,Septor,172,193,183,102,2021-05-03 10:30:32.655854
3943,NomadBSD,169,174,195,110,2021-05-03 10:30:32.655854
3944,Pisi,47,60,83,177,2021-05-03 10:30:32.655854
3945,Haiku,179,147,141,126,2021-05-03 10:30:32.655854
3946,ArchBang,160,189,121,114,2021-05-03 10:30:32.655854
3947,OpenMandriva,167,182,188,109,2021-05-03 10:30:32.655854
3948,ClearOS,176,167,155,144,2021-05-03 10:30:32.655854
3949,AV Linux,157,184,132,125,2021-05-03 10:30:32.655854
3950,SystemRescue,121,129,175,167,2021-05-03 10:30:32.655854
3951,LXLE,170,168,163,153,2021-05-03 10:30:32.655854
3952,OpenIndiana,93,103,86,165,2021-05-03 10:30:32.655854
3953,siduction,54,90,165,64,2021-05-03 10:30:32.655854
3954,Rocky,12,24,49,150,2021-05-03 10:30:32.655854
3955,ALT,162,146,141,139,2021-05-03 10:30:32.655854
3956,BlackArch,154,155,129,122,2021-05-03 10:30:32.655854
3957,Oracle,136,155,126,119,2021-05-03 10:30:32.655854
3958,CloudReady,106,116,117,142,2021-05-03 10:30:32.655854
3959,Trisquel,158,140,129,124,2021-05-03 10:30:32.655854
3960,AcademiX,53,57,74,140,2021-05-03 10:30:32.655854
3961,Elive,157,138,96,91,2021-05-03 10:30:32.655854
3962,Regata,14,29,59,139,2021-05-03 10:30:32.655854
3963,Ubuntu DP,150,144,135,118,2021-05-03 10:30:32.655854
3964,ROSA,137,140,130,121,2021-05-03 10:30:32.655854
3965,SmartOS,132,131,136,123,2021-05-03 10:30:32.655854
3966,Sabayon,140,137,130,128,2021-05-03 10:30:32.655854
3967,Clear,138,135,131,117,2021-05-03 10:30:32.655854
3968,Robolinux,137,88,80,51,2021-05-03 10:30:32.655854
3969,SteamOS,137,138,132,124,2021-05-03 10:30:32.655854
3970,Univention,83,95,92,125,2021-05-03 10:30:32.655854
3971,Redo,133,90,80,62,2021-05-03 10:30:32.655854
3972,UBports,120,136,113,81,2021-05-03 10:30:32.655854
3973,Volumio,131,126,94,76,2021-05-03 10:30:32.655854
3974,CRUX,88,131,74,109,2021-05-03 10:30:32.655854
3975,Enso,126,109,97,63,2021-05-03 10:30:32.655854
3976,ExTiX,126,129,85,82,2021-05-03 10:30:32.655854
3977,ArchLabs,119,106,66,81,2021-05-03 10:30:32.655854
3978,MidnightBSD,96,120,79,51,2021-05-03 10:30:32.655854
3979,Venom,29,58,117,89,2021-05-03 10:30:32.655854
3980,Finnix,99,77,116,36,2021-05-03 10:30:32.655854
3981,NuTyX,102,100,58,41,2021-05-03 10:30:32.655854
3982,Live Raizo,78,86,114,115,2021-05-03 10:30:32.655854
3983,Obarun,102,71,48,50,2021-05-03 10:30:32.655854
3984,Redcore,100,111,62,61,2021-05-03 10:30:32.655854
3985,Simplicity,101,49,36,35,2021-05-03 10:30:32.655854
3986,GParted,100,109,77,75,2021-05-03 10:30:32.655854
3987,LibreELEC,83,88,110,88,2021-05-03 10:30:32.655854
3988,Diamond,25,51,102,33,2021-05-03 10:30:32.655854
3989,Zenwalk,99,87,57,55,2021-05-03 10:30:32.655854
3990,Bicom,48,39,51,96,2021-05-03 10:30:32.655854
3991,Porteus,98,82,77,73,2021-05-03 10:30:32.655854
3992,EasyNAS,51,52,59,96,2021-05-03 10:30:32.655854
3993,Parted Magic,96,99,82,46,2021-05-03 10:30:32.655854
3994,LFS,77,72,91,50,2021-05-03 10:30:32.655854
3995,Guix System,72,95,53,52,2021-05-03 10:30:32.655854
3996,Slackel,92,82,47,44,2021-05-03 10:30:32.655854
3997,Kwort,60,94,37,30,2021-05-03 10:30:32.655854
3998,Star,72,63,84,77,2021-05-03 10:30:32.655854
3999,BackBox,87,62,61,57,2021-05-03 10:30:32.655854
4000,EuroLinux,64,92,40,40,2021-05-03 10:30:32.655854
4001,Debian Edu,79,75,83,44,2021-05-03 10:30:32.655854
4002,IPFire,87,82,74,44,2021-05-03 10:30:32.655854
4003,Rescuezilla,83,72,41,38,2021-05-03 10:30:32.655854
4004,pfSense,59,63,82,44,2021-05-03 10:30:32.655854
4005,Slax,72,69,69,68,2021-05-03 10:30:32.655854
4006,Clonezilla,81,81,63,51,2021-05-03 10:30:32.655854
4007,SliTaz,76,76,72,67,2021-05-03 10:30:32.655854
4008,Whonix,80,63,63,60,2021-05-03 10:30:32.655854
4009,Parabola,65,64,64,66,2021-05-03 10:30:32.655854
4010,Anarchy,75,71,70,65,2021-05-03 10:30:32.655854
4011,Pardus,66,76,76,45,2021-05-03 10:30:32.655854
4012,Salient,15,30,61,65,2021-05-03 10:30:32.655854
4013,Neptune,78,49,49,45,2021-05-03 10:30:32.655854
4014,PrimTux,54,80,62,28,2021-05-03 10:30:32.655854
4015,Funtoo,60,68,62,63,2021-05-03 10:30:32.655854
4016,SUSE,75,67,66,63,2021-05-03 10:30:32.655854
4017,GoboLinux,75,39,39,37,2021-05-03 10:30:32.655854
4018,Porteus Kiosk,49,49,69,30,2021-05-03 10:30:32.655854
4019,KolibriOS,61,63,63,61,2021-05-03 10:30:32.655854
4020,BEE free,73,39,38,37,2021-05-03 10:30:32.655854
4021,SME Server,40,48,67,28,2021-05-03 10:30:32.655854
4022,Trident,73,44,43,41,2021-05-03 10:30:32.655854
4023,OPNsense,61,66,64,44,2021-05-03 10:30:32.655854
4024,Runtu,70,42,42,40,2021-05-03 10:30:32.655854
4025,SolydXK,70,47,45,43,2021-05-03 10:30:32.655854
4026,TrueNAS,53,57,52,51,2021-05-03 10:30:32.655854
4027,XigmaNAS,50,65,49,44,2021-05-03 10:30:32.655854
4028,Arya,67,42,41,41,2021-05-03 10:30:32.655854
4029,batocera,51,65,45,43,2021-05-03 10:30:32.655854
4030,NetBSD,63,56,54,50,2021-05-03 10:30:32.655854
4031,CAELinux,66,40,38,36,2021-05-03 10:30:32.655854
4032,Scientific,39,48,51,50,2021-05-03 10:30:32.655854
4033,Lakka,65,51,49,45,2021-05-03 10:30:32.655854
4034,Linspire,49,63,39,38,2021-05-03 10:30:32.655854
4035,Hyperbola,49,48,48,49,2021-05-03 10:30:32.655854
4036,Solaris,49,51,50,49,2021-05-03 10:30:32.655854
4037,TENS,52,44,45,49,2021-05-03 10:30:32.655854
4038,Swift,64,43,32,29,2021-05-03 10:30:32.655854
4039,3CX,49,50,50,48,2021-05-03 10:30:32.655854
4040,LinuxConsole,49,49,49,48,2021-05-03 10:30:32.655854
4041,Zentyal,58,60,47,34,2021-05-03 10:30:32.655854
4042,Pinguy,46,47,47,46,2021-05-03 10:30:32.655854
4043,NethServer,46,58,30,31,2021-05-03 10:30:32.655854
4044,SuperGamer,60,38,36,35,2021-05-03 10:30:32.655854
4045,OpenMediaVault,54,49,46,45,2021-05-03 10:30:32.655854
4046,RISC,59,43,39,38,2021-05-03 10:30:32.655854
4047,openmamba,42,56,33,32,2021-05-03 10:30:32.655854
4048,APODIO,54,44,43,41,2021-05-03 10:30:32.655854
4049,Endian,40,52,32,31,2021-05-03 10:30:32.655854
4050,Karoshi,51,52,28,28,2021-05-03 10:30:32.655854
4051,OSMC,52,52,30,29,2021-05-03 10:30:32.655854
4052,Bedrock,43,43,44,43,2021-05-03 10:30:32.655854
4053,Wifislax,44,45,43,43,2021-05-03 10:30:32.655854
4054,ClonOS,40,41,42,42,2021-05-03 10:30:32.655854
4055,Ufficio Zero,52,38,38,38,2021-05-03 10:30:32.655854
4056,ArchStrike,45,45,44,41,2021-05-03 10:30:32.655854
4057,FuguIta,51,46,41,37,2021-05-03 10:30:32.655854
4058,KANOTIX,42,42,42,41,2021-05-03 10:30:32.655854
4059,Exe,50,41,40,40,2021-05-03 10:30:32.655854
4060,CAINE,41,42,42,40,2021-05-03 10:30:32.655854
4061,Grml,49,30,31,29,2021-05-03 10:30:32.655854
4062,tuxtrans,36,47,25,26,2021-05-03 10:30:32.655854
4063,Exherbo,39,39,39,40,2021-05-03 10:30:32.655854
4064,HardenedBSD,39,42,41,40,2021-05-03 10:30:32.655854
4065,Springdale,38,46,36,34,2021-05-03 10:30:32.655854
4066,Pearl,40,40,41,40,2021-05-03 10:30:32.655854
4067,RebeccaBlackOS,49,34,34,33,2021-05-03 10:30:32.655854
4068,GeeXboX,25,45,37,36,2021-05-03 10:30:32.655854
4069,BigLinux,41,41,41,39,2021-05-03 10:30:32.655854
4070,RancherOS,40,45,38,35,2021-05-03 10:30:32.655854
4071,Dragora,37,38,39,39,2021-05-03 10:30:32.655854
4072,Fatdog64,39,40,40,38,2021-05-03 10:30:32.655854
4073,Greenie,46,29,28,26,2021-05-03 10:30:32.655854
4074,blackPanther,42,42,41,38,2021-05-03 10:30:32.655854
4075,TurnKey,46,28,28,29,2021-05-03 10:30:32.655854
4076,Vine,36,37,38,38,2021-05-03 10:30:32.655854
4077,VyOS,36,37,38,38,2021-05-03 10:30:32.655854
4078,BSDRP,45,33,32,30,2021-05-03 10:30:32.655854
4079,OviOS,42,29,28,28,2021-05-03 10:30:32.655854
4080,DietPi,41,38,37,36,2021-05-03 10:30:32.655854
4081,Pentoo,37,37,37,36,2021-05-03 10:30:32.655854
4082,Photon,33,34,35,36,2021-05-03 10:30:32.655854
4083,SuperX,37,36,36,36,2021-05-03 10:30:32.655854
4084,BOSS,35,35,36,35,2021-05-03 10:30:32.655854
4085,Omarine,40,27,28,28,2021-05-03 10:30:32.655854
4086,Daphile,36,37,37,34,2021-05-03 10:30:32.655854
4087,Plamo,40,31,31,30,2021-05-03 10:30:32.655854
4088,Rescatux,34,34,35,34,2021-05-03 10:30:32.655854
4089,Untangle,40,31,29,29,2021-05-03 10:30:32.655854
4090,Asianux,32,33,33,33,2021-05-03 10:30:32.655854
4091,LuninuX,39,34,34,33,2021-05-03 10:30:32.655854
4092,NST,39,29,28,29,2021-05-03 10:30:32.655854
4093,Berry,35,35,35,32,2021-05-03 10:30:32.655854
4094,MLL,35,34,34,33,2021-05-03 10:30:32.655854
4095,UBOS,33,34,33,33,2021-05-03 10:30:32.655854
4096,Plop,32,33,33,32,2021-05-03 10:30:32.655854
4097,Rocks Cluster,30,32,31,32,2021-05-03 10:30:32.655854
4098,Sophos,32,33,33,32,2021-05-03 10:30:32.655854
4099,PakOS,17,34,30,29,2021-05-03 10:30:32.655854
4100,Source Mage,32,33,33,32,2021-05-03 10:30:32.655854
4101,Smoothwall,36,28,27,26,2021-05-03 10:30:32.655854
4102,Elastix,30,31,30,31,2021-05-03 10:30:32.655854
4103,LliureX,31,31,31,31,2021-05-03 10:30:32.655854
4104,Refracta,30,30,30,31,2021-05-03 10:30:32.655854
4105,Thinstation,31,32,32,31,2021-05-03 10:30:32.655854
4106,REMnux,35,27,26,27,2021-05-03 10:30:32.655854
4107,Zevenet,35,27,28,27,2021-05-03 10:30:32.655854
4108,ForLEx,30,30,31,29,2021-05-03 10:30:32.655854
4109,Baruwa,27,28,28,30,2021-05-03 10:30:32.655854
4110,Freespire,31,31,31,30,2021-05-03 10:30:32.655854
4111,Uruk,34,28,29,30,2021-05-03 10:30:32.655854
4112,BlueOnyx,30,31,30,29,2021-05-03 10:30:32.655854
4113,RSS,26,26,26,30,2021-05-03 10:30:32.655854
4114,Recalbox,31,31,30,30,2021-05-03 10:30:32.655854
4115,Canaima,22,29,28,29,2021-05-03 10:30:32.655854
4116,FreedomBox,29,30,29,29,2021-05-03 10:30:32.655854
4117,Baltix,15,29,29,28,2021-05-03 10:30:32.655854
4118,Super Grub2,30,30,29,29,2021-05-03 10:30:32.655854
4119,LinHES,28,29,29,28,2021-05-03 10:30:32.655854
4120,Hanthana,28,29,28,27,2021-05-03 10:30:32.655854
4121,paldo,27,28,28,29,2021-05-03 10:30:32.655854
4122,HamoniKR,24,28,28,27,2021-05-03 10:30:32.655854
4123,NexentaStor,27,28,28,28,2021-05-03 10:30:32.655854
4124,OLPC,27,28,28,27,2021-05-03 10:30:32.655854
4125,PLD,27,28,28,28,2021-05-03 10:30:32.655854
4126,ToOpPy,27,28,28,28,2021-05-03 10:30:32.655854
4127,YunoHost,27,28,28,28,2021-05-03 10:30:32.655854
4128,SELKS,26,27,28,28,2021-05-03 10:30:32.655854
4129,FreePBX,26,27,27,27,2021-05-03 10:30:32.655854
4130,Securepoint,26,27,26,27,2021-05-03 10:30:32.655854
4131,Webconverger,26,26,27,27,2021-05-03 10:30:32.655854
4132,OB2D,25,24,25,24,2021-05-03 10:30:32.655854
4133,OSGeoLive,24,25,24,24,2021-05-03 10:30:32.655854
4134,Omoikane,24,24,24,24,2021-05-03 10:30:32.655854
4135,RDS,24,25,25,25,2021-05-03 10:30:32.655854
4136,DRBL,23,24,24,23,2021-05-03 10:30:32.655854
4137,MX Linux,3540,3470,3422,3439,2021-04-26 10:30:27.514351
4138,Manjaro,2490,2494,2519,2422,2021-04-26 10:30:27.514351
4139,Mint,2219,2185,2062,1991,2021-04-26 10:30:27.514351
4140,EndeavourOS,1143,1513,1814,2010,2021-04-26 10:30:27.514351
4141,Pop!_OS,1804,2068,1869,1711,2021-04-26 10:30:27.514351
4142,Ubuntu,1448,1388,1466,1602,2021-04-26 10:30:27.514351
4143,Debian,1300,1287,1284,1245,2021-04-26 10:30:27.514351
4144,elementary,1186,1117,1083,971,2021-04-26 10:30:27.514351
4145,Garuda,454,691,863,1098,2021-04-26 10:30:27.514351
4146,Fedora,1003,1010,1018,1070,2021-04-26 10:30:27.514351
4147,Solus,863,758,771,591,2021-04-26 10:30:27.514351
4148,openSUSE,814,856,888,875,2021-04-26 10:30:27.514351
4149,KDE neon,819,751,754,672,2021-04-26 10:30:27.514351
4150,Zorin,748,653,697,917,2021-04-26 10:30:27.514351
4151,deepin,691,600,568,682,2021-04-26 10:30:27.514351
4152,Arch,656,632,642,680,2021-04-26 10:30:27.514351
4153,Ubuntu Kylin,581,524,302,243,2021-04-26 10:30:27.514351
4154,FreeBSD,450,481,577,586,2021-04-26 10:30:27.514351
4155,antiX,574,527,509,556,2021-04-26 10:30:27.514351
4156,Puppy,525,545,512,446,2021-04-26 10:30:27.514351
4157,Linuxfx,548,515,443,330,2021-04-26 10:30:27.514351
4158,Mageia,437,509,560,418,2021-04-26 10:30:27.514351
4159,Lite,444,441,460,582,2021-04-26 10:30:27.514351
4160,CentOS,529,482,400,359,2021-04-26 10:30:27.514351
4161,PCLinuxOS,489,462,531,345,2021-04-26 10:30:27.514351
4162,AlmaLinux,56,113,227,556,2021-04-26 10:30:27.514351
4163,Slackware,364,408,490,537,2021-04-26 10:30:27.514351
4164,Kali,477,469,464,369,2021-04-26 10:30:27.514351
4165,ArcoLinux,472,456,385,399,2021-04-26 10:30:27.514351
4166,Lubuntu,362,350,366,440,2021-04-26 10:30:27.514351
4167,EasyOS,359,333,277,434,2021-04-26 10:30:27.514351
4168,Kubuntu,316,315,344,427,2021-04-26 10:30:27.514351
4169,Alpine,324,378,412,383,2021-04-26 10:30:27.514351
4170,Parrot,293,272,297,414,2021-04-26 10:30:27.514351
4171,Q4OS,381,411,374,333,2021-04-26 10:30:27.514351
4172,JingOS,37,74,150,406,2021-04-26 10:30:27.514351
4173,SparkyLinux,375,339,356,241,2021-04-26 10:30:27.514351
4174,Devuan,311,308,371,362,2021-04-26 10:30:27.514351
4175,Xubuntu,313,306,330,377,2021-04-26 10:30:27.514351
4176,Peppermint,342,322,303,282,2021-04-26 10:30:27.514351
4177,Void,288,311,349,323,2021-04-26 10:30:27.514351
4178,Tails,332,323,340,284,2021-04-26 10:30:27.514351
4179,Snal,81,162,135,334,2021-04-26 10:30:27.514351
4180,Bluestar,269,290,255,242,2021-04-26 10:30:27.514351
4181,Ubuntu MATE,260,255,255,309,2021-04-26 10:30:27.514351
4182,Endless,278,237,216,138,2021-04-26 10:30:27.514351
4183,Artix,237,249,275,251,2021-04-26 10:30:27.514351
4184,RebornOS,157,230,237,301,2021-04-26 10:30:27.514351
4185,Gecko,233,262,251,159,2021-04-26 10:30:27.514351
4186,Kodachi,219,222,256,237,2021-04-26 10:30:27.514351
4187,4MLinux,220,213,215,285,2021-04-26 10:30:27.514351
4188,GhostBSD,250,254,210,182,2021-04-26 10:30:27.514351
4189,Android-x86,247,229,240,198,2021-04-26 10:30:27.514351
4190,PureOS,239,245,253,250,2021-04-26 10:30:27.514351
4191,Ubuntu Studio,169,172,199,254,2021-04-26 10:30:27.514351
4192,Gentoo,245,241,237,228,2021-04-26 10:30:27.514351
4193,KaOS,242,216,173,146,2021-04-26 10:30:27.514351
4194,NomadBSD,170,174,242,111,2021-04-26 10:30:27.514351
4195,Red Hat,202,196,205,245,2021-04-26 10:30:27.514351
4196,NixOS,205,236,182,167,2021-04-26 10:30:27.514351
4197,Qubes,182,229,240,148,2021-04-26 10:30:27.514351
4198,Netrunner,162,189,239,122,2021-04-26 10:30:27.514351
4199,ReactOS,231,207,195,182,2021-04-26 10:30:27.514351
4200,Feren,200,226,180,180,2021-04-26 10:30:27.514351
4201,Mabox,64,128,235,142,2021-04-26 10:30:27.514351
4202,Voyager,213,217,198,135,2021-04-26 10:30:27.514351
4203,KNOPPIX,196,207,230,174,2021-04-26 10:30:27.514351
4204,Ultimate,209,218,224,223,2021-04-26 10:30:27.514351
4205,Archman,210,190,133,107,2021-04-26 10:30:27.514351
4206,Proxmox,72,96,100,218,2021-04-26 10:30:27.514351
4207,T2,68,103,92,203,2021-04-26 10:30:27.514351
4208,Tiny Core,175,189,223,147,2021-04-26 10:30:27.514351
4209,Ubuntu Budgie,167,154,169,197,2021-04-26 10:30:27.514351
4210,RasPiOS,181,208,179,166,2021-04-26 10:30:27.514351
4211,DragonFly,151,142,156,194,2021-04-26 10:30:27.514351
4212,Bodhi,197,181,173,158,2021-04-26 10:30:27.514351
4213,Nitrux,186,181,178,186,2021-04-26 10:30:27.514351
4214,Absolute,196,205,205,142,2021-04-26 10:30:27.514351
4215,Emmabuntüs,184,202,165,119,2021-04-26 10:30:27.514351
4216,MakuluLinux,155,154,201,105,2021-04-26 10:30:27.514351
4217,BunsenLabs,184,150,138,128,2021-04-26 10:30:27.514351
4218,Septor,172,198,184,128,2021-04-26 10:30:27.514351
4219,Pisi,47,59,82,174,2021-04-26 10:30:27.514351
4220,ArchBang,161,190,122,114,2021-04-26 10:30:27.514351
4221,Star,76,64,84,169,2021-04-26 10:30:27.514351
4222,OpenMandriva,168,183,189,112,2021-04-26 10:30:27.514351
4223,Haiku,180,148,143,130,2021-04-26 10:30:27.514351
4224,ClearOS,178,168,157,145,2021-04-26 10:30:27.514351
4225,CloudReady,105,115,120,165,2021-04-26 10:30:27.514351
4226,AV Linux,158,186,135,129,2021-04-26 10:30:27.514351
4227,LXLE,172,169,166,155,2021-04-26 10:30:27.514351
4228,SystemRescue,119,130,169,159,2021-04-26 10:30:27.514351
4229,OpenBSD,168,146,144,136,2021-04-26 10:30:27.514351
4230,ALT,163,146,142,137,2021-04-26 10:30:27.514351
4231,BlackArch,155,156,129,123,2021-04-26 10:30:27.514351
4232,siduction,54,88,161,65,2021-04-26 10:30:27.514351
4233,AcademiX,57,57,74,141,2021-04-26 10:30:27.514351
4234,Trisquel,159,144,132,126,2021-04-26 10:30:27.514351
4235,Univention,82,94,89,140,2021-04-26 10:30:27.514351
4236,Oracle,137,153,128,120,2021-04-26 10:30:27.514351
4237,Regata,13,27,56,139,2021-04-26 10:30:27.514351
4238,Elive,157,138,99,90,2021-04-26 10:30:27.514351
4239,Ubuntu DP,150,146,141,120,2021-04-26 10:30:27.514351
4240,SmartOS,132,132,136,122,2021-04-26 10:30:27.514351
4241,Clear,141,135,132,120,2021-04-26 10:30:27.514351
4242,Sabayon,141,138,131,128,2021-04-26 10:30:27.514351
4243,ROSA,138,140,132,125,2021-04-26 10:30:27.514351
4244,SteamOS,139,139,133,125,2021-04-26 10:30:27.514351
4245,Robolinux,138,90,81,53,2021-04-26 10:30:27.514351
4246,Redo,132,103,84,74,2021-04-26 10:30:27.514351
4247,UBports,120,135,111,89,2021-04-26 10:30:27.514351
4248,Volumio,132,127,100,97,2021-04-26 10:30:27.514351
4249,ExTiX,126,131,86,82,2021-04-26 10:30:27.514351
4250,Enso,126,112,103,76,2021-04-26 10:30:27.514351
4251,CRUX,87,128,69,92,2021-04-26 10:30:27.514351
4252,Simplicity,124,52,37,35,2021-04-26 10:30:27.514351
4253,Finnix,98,77,117,37,2021-04-26 10:30:27.514351
4254,MidnightBSD,96,120,85,50,2021-04-26 10:30:27.514351
4255,Live Raizo,84,95,115,115,2021-04-26 10:30:27.514351
4256,ArchLabs,118,104,61,54,2021-04-26 10:30:27.514351
4257,GParted,98,119,95,51,2021-04-26 10:30:27.514351
4258,Venom,28,56,113,90,2021-04-26 10:30:27.514351
4259,Obarun,104,73,48,48,2021-04-26 10:30:27.514351
